Results from the Java program
x = 100000000, y = 100000000, z = 100000000 | (x + y) + z = 300000000, x + (y + z) = 300000000 | Associative: true
x = -1000000000, y = 0, z = -10000000 | (x + y) + z = -1010000000, x + (y + z) = -1010000000 | Associative: true
x = -1000000000, y = 0, z = -1000000000 | (x + y) + z = -2000000000, x + (y + z) = -2000000000 | Associative: true
x = -1000000000, y = 0, z = 0 | (x + y) + z = -1000000000, x + (y + z) = -1000000000 | Associative: true
x = -1000000000, y = 0, z = 12345 | (x + y) + z = -999987655, x + (y + z) = -999987655 | Associative: true
x = -1000000000, y = 0, z = -9876 | (x + y) + z = -1000009876, x + (y + z) = -1000009876 | Associative: true
x = -1000000000, y = 1, z = 100000000 | (x + y) + z = -899999999, x + (y + z) = -899999999 | Associative: true
x = -1000000000, y = 1, z = 0 | (x + y) + z = -999999999, x + (y + z) = -999999999 | Associative: true
x = -1000000000, y = 1, z = 1 | (x + y) + z = -999999998, x + (y + z) = -999999998 | Associative: true
x = -1000000000, y = 1, z = -10000000 | (x + y) + z = -1009999999, x + (y + z) = -1009999999 | Associative: true
x = -1000000000, y = 1, z = -1000000000 | (x + y) + z = -1999999999, x + (y + z) = -1999999999 | Associative: true
x = -1000000000, y = 1, z = 0 | (x + y) + z = -999999999, x + (y + z) = -999999999 | Associative: true
x = -1000000000, y = 1, z = 12345 | (x + y) + z = -999987654, x + (y + z) = -999987654 | Associative: true
x = -1000000000, y = 1, z = -9876 | (x + y) + z = -1000009875, x + (y + z) = -1000009875 | Associative: true
x = -1000000000, y = -10000000, z = 100000000 | (x + y) + z = -910000000, x + (y + z) = -910000000 | Associative: true
x = -1000000000, y = -10000000, z = 0 | (x + y) + z = -1010000000, x + (y + z) = -1010000000 | Associative: true
x = -1000000000, y = -10000000, z = 1 | (x + y) + z = -1009999999, x + (y + z) = -1009999999 | Associative: true
x = -1000000000, y = -10000000, z = -10000000 | (x + y) + z = -1020000000, x + (y + z) = -1020000000 | Associative: true
x = -1000000000, y = -10000000, z = -1000000000 | (x + y) + z = -2010000000, x + (y + z) = -2010000000 | Associative: true
x = -1000000000, y = -10000000, z = 0 | (x + y) + z = -1010000000, x + (y + z) = -1010000000 | Associative: true
x = -1000000000, y = -10000000, z = 12345 | (x + y) + z = -1009987655, x + (y + z) = -1009987655 | Associative: true
x = -1000000000, y = -10000000, z = -9876 | (x + y) + z = -1010009876, x + (y + z) = -1010009876 | Associative: true
x = -1000000000, y = -1000000000, z = 100000000 | (x + y) + z = -1900000000, x + (y + z) = -1900000000 | Associative: true
x = -1000000000, y = -1000000000, z = 0 | (x + y) + z = -2000000000, x + (y + z) = -2000000000 | Associative: true
x = -1000000000, y = -1000000000, z = 1 | (x + y) + z = -1999999999, x + (y + z) = -1999999999 | Associative: true
x = -1000000000, y = -1000000000, z = -10000000 | (x + y) + z = -2010000000, x + (y + z) = -2010000000 | Associative: true
x = -1000000000, y = -1000000000, z = -1000000000 | (x + y) + z = 1294967296, x + (y + z) = 1294967296 | Associative: true
x = -1000000000, y = -1000000000, z = 0 | (x + y) + z = -2000000000, x + (y + z) = -2000000000 | Associative: true
x = -1000000000, y = -1000000000, z = 12345 | (x + y) + z = -1999987655, x + (y + z) = -1999987655 | Associative: true
x = -1000000000, y = -1000000000, z = -9876 | (x + y) + z = -2000009876, x + (y + z) = -2000009876 | Associative: true
x = -1000000000, y = 0, z = 100000000 | (x + y) + z = -900000000, x + (y + z) = -900000000 | Associative: true
x = -1000000000, y = 0, z = 0 | (x + y) + z = -1000000000, x + (y + z) = -1000000000 | Associative: true
x = -1000000000, y = 0, z = 1 | (x + y) + z = -999999999, x + (y + z) = -999999999 | Associative: true
x = -1000000000, y = 0, z = -10000000 | (x + y) + z = -1010000000, x + (y + z) = -1010000000 | Associative: true
x = -1000000000, y = 0, z = -1000000000 | (x + y) + z = -2000000000, x + (y + z) = -2000000000 | Associative: true
x = -1000000000, y = 0, z = 0 | (x + y) + z = -1000000000, x + (y + z) = -1000000000 | Associative: true
x = -1000000000, y = 0, z = 12345 | (x + y) + z = -999987655, x + (y + z) = -999987655 | Associative: true
x = -1000000000, y = 0, z = -9876 | (x + y) + z = -1000009876, x + (y + z) = -1000009876 | Associative: true
x = -1000000000, y = 12345, z = 100000000 | (x + y) + z = -899987655, x + (y + z) = -899987655 | Associative: true
x = -1000000000, y = 12345, z = 0 | (x + y) + z = -999987655, x + (y + z) = -999987655 | Associative: true
x = -1000000000, y = 12345, z = 1 | (x + y) + z = -999987654, x + (y + z) = -999987654 | Associative: true
x = -1000000000, y = 12345, z = -10000000 | (x + y) + z = -1009987655, x + (y + z) = -1009987655 | Associative: true
x = -1000000000, y = 12345, z = -1000000000 | (x + y) + z = -1999987655, x + (y + z) = -1999987655 | Associative: true
x = -1000000000, y = 12345, z = 0 | (x + y) + z = -999987655, x + (y + z) = -999987655 | Associative: true
x = -1000000000, y = 12345, z = 12345 | (x + y) + z = -999975310, x + (y + z) = -999975310 | Associative: true
x = -1000000000, y = 12345, z = -9876 | (x + y) + z = -999997531, x + (y + z) = -999997531 | Associative: true
x = -1000000000, y = -9876, z = 100000000 | (x + y) + z = -900009876, x + (y + z) = -900009876 | Associative: true
x = -1000000000, y = -9876, z = 0 | (x + y) + z = -1000009876, x + (y + z) = -1000009876 | Associative: true
x = -1000000000, y = -9876, z = 1 | (x + y) + z = -1000009875, x + (y + z) = -1000009875 | Associative: true
x = -1000000000, y = -9876, z = -10000000 | (x + y) + z = -1010009876, x + (y + z) = -1010009876 | Associative: true
x = -1000000000, y = -9876, z = -1000000000 | (x + y) + z = -2000009876, x + (y + z) = -2000009876 | Associative: true
x = -1000000000, y = -9876, z = 0 | (x + y) + z = -1000009876, x + (y + z) = -1000009876 | Associative: true
x = -1000000000, y = -9876, z = 12345 | (x + y) + z = -999997531, x + (y + z) = -999997531 | Associative: true
x = -1000000000, y = -9876, z = -9876 | (x + y) + z = -1000019752, x + (y + z) = -1000019752 | Associative: true
x = 0, y = 100000000, z = 100000000 | (x + y) + z = 200000000, x + (y + z) = 200000000 | Associative: true
x = 0, y = 100000000, z = 0 | (x + y) + z = 100000000, x + (y + z) = 100000000 | Associative: true
x = 0, y = 100000000, z = 1 | (x + y) + z = 100000001, x + (y + z) = 100000001 | Associative: true
x = 0, y = 100000000, z = -10000000 | (x + y) + z = 90000000, x + (y + z) = 90000000 | Associative: true
x = 0, y = 100000000, z = -1000000000 | (x + y) + z = -900000000, x + (y + z) = -900000000 | Associative: true
x = 0, y = 100000000, z = 0 | (x + y) + z = 100000000, x + (y + z) = 100000000 | Associative: true
x = 0, y = 100000000, z = 12345 | (x + y) + z = 100012345, x + (y + z) = 100012345 | Associative: true
x = 0, y = 100000000, z = -9876 | (x + y) + z = 99990124, x + (y + z) = 99990124 | Associative: true
x = 0, y = 0, z = 100000000 | (x + y) + z = 100000000, x + (y + z) = 100000000 | Associative: true
x = 0, y = 0, z = 0 | (x + y) + z = 0, x + (y + z) = 0 | Associative: true
x = 0, y = 0, z = 1 | (x + y) + z = 1, x + (y + z) = 1 | Associative: true
x = 0, y = 0, z = -10000000 | (x + y) + z = -10000000, x + (y + z) = -10000000 | Associative: true
x = 0, y = 0, z = -1000000000 | (x + y) + z = -1000000000, x + (y + z) = -1000000000 | Associative: true
x = 0, y = 0, z = 0 | (x + y) + z = 0, x + (y + z) = 0 | Associative: true
x = 0, y = 0, z = 12345 | (x + y) + z = 12345, x + (y + z) = 12345 | Associative: true
x = 0, y = 0, z = -9876 | (x + y) + z = -9876, x + (y + z) = -9876 | Associative: true
x = 0, y = 1, z = 100000000 | (x + y) + z = 100000001, x + (y + z) = 100000001 | Associative: true
x = 0, y = 1, z = 0 | (x + y) + z = 1, x + (y + z) = 1 | Associative: true
x = 0, y = 1, z = 1 | (x + y) + z = 2, x + (y + z) = 2 | Associative: true
x = 0, y = 1, z = -10000000 | (x + y) + z = -9999999, x + (y + z) = -9999999 | Associative: true
x = 0, y = 1, z = -1000000000 | (x + y) + z = -999999999, x + (y + z) = -999999999 | Associative: true
x = 0, y = 1, z = 0 | (x + y) + z = 1, x + (y + z) = 1 | Associative: true
x = 0, y = 1, z = 12345 | (x + y) + z = 12346, x + (y + z) = 12346 | Associative: true
x = 0, y = 1, z = -9876 | (x + y) + z = -9875, x + (y + z) = -9875 | Associative: true
x = 0, y = -10000000, z = 100000000 | (x + y) + z = 90000000, x + (y + z) = 90000000 | Associative: true
x = 0, y = -10000000, z = 0 | (x + y) + z = -10000000, x + (y + z) = -10000000 | Associative: true
x = 0, y = -10000000, z = 1 | (x + y) + z = -9999999, x + (y + z) = -9999999 | Associative: true
x = 0, y = -10000000, z = -10000000 | (x + y) + z = -20000000, x + (y + z) = -20000000 | Associative: true
x = 0, y = -10000000, z = -1000000000 | (x + y) + z = -1010000000, x + (y + z) = -1010000000 | Associative: true
x = 0, y = -10000000, z = 0 | (x + y) + z = -10000000, x + (y + z) = -10000000 | Associative: true
x = 0, y = -10000000, z = 12345 | (x + y) + z = -9987655, x + (y + z) = -9987655 | Associative: true
x = 0, y = -10000000, z = -9876 | (x + y) + z = -10009876, x + (y + z) = -10009876 | Associative: true
x = 0, y = -1000000000, z = 100000000 | (x + y) + z = -900000000, x + (y + z) = -900000000 | Associative: true
x = 0, y = -1000000000, z = 0 | (x + y) + z = -1000000000, x + (y + z) = -1000000000 | Associative: true
x = 0, y = -1000000000, z = 1 | (x + y) + z = -999999999, x + (y + z) = -999999999 | Associative: true
x = 0, y = -1000000000, z = -10000000 | (x + y) + z = -1010000000, x + (y + z) = -1010000000 | Associative: true
x = 0, y = -1000000000, z = -1000000000 | (x + y) + z = -2000000000, x + (y + z) = -2000000000 | Associative: true
x = 0, y = -1000000000, z = 0 | (x + y) + z = -1000000000, x + (y + z) = -1000000000 | Associative: true
x = 0, y = -1000000000, z = 12345 | (x + y) + z = -999987655, x + (y + z) = -999987655 | Associative: true
x = 0, y = -1000000000, z = -9876 | (x + y) + z = -1000009876, x + (y + z) = -1000009876 | Associative: true
x = 0, y = 0, z = 100000000 | (x + y) + z = 100000000, x + (y + z) = 100000000 | Associative: true
x = 0, y = 0, z = 0 | (x + y) + z = 0, x + (y + z) = 0 | Associative: true
x = 0, y = 0, z = 1 | (x + y) + z = 1, x + (y + z) = 1 | Associative: true
x = 0, y = 0, z = -10000000 | (x + y) + z = -10000000, x + (y + z) = -10000000 | Associative: true
x = 0, y = 0, z = -1000000000 | (x + y) + z = -1000000000, x + (y + z) = -1000000000 | Associative: true
x = 0, y = 0, z = 0 | (x + y) + z = 0, x + (y + z) = 0 | Associative: true
x = 0, y = 0, z = 12345 | (x + y) + z = 12345, x + (y + z) = 12345 | Associative: true
x = 0, y = 0, z = -9876 | (x + y) + z = -9876, x + (y + z) = -9876 | Associative: true
x = 0, y = 12345, z = 100000000 | (x + y) + z = 100012345, x + (y + z) = 100012345 | Associative: true
x = 0, y = 12345, z = 0 | (x + y) + z = 12345, x + (y + z) = 12345 | Associative: true
x = 0, y = 12345, z = 1 | (x + y) + z = 12346, x + (y + z) = 12346 | Associative: true
x = 0, y = 12345, z = -10000000 | (x + y) + z = -9987655, x + (y + z) = -9987655 | Associative: true
x = 0, y = 12345, z = -1000000000 | (x + y) + z = -999987655, x + (y + z) = -999987655 | Associative: true
x = 0, y = 12345, z = 0 | (x + y) + z = 12345, x + (y + z) = 12345 | Associative: true
x = 0, y = 12345, z = 12345 | (x + y) + z = 24690, x + (y + z) = 24690 | Associative: true
x = 0, y = 12345, z = -9876 | (x + y) + z = 2469, x + (y + z) = 2469 | Associative: true
x = 0, y = -9876, z = 100000000 | (x + y) + z = 99990124, x + (y + z) = 99990124 | Associative: true
x = 0, y = -9876, z = 0 | (x + y) + z = -9876, x + (y + z) = -9876 | Associative: true
x = 0, y = -9876, z = 1 | (x + y) + z = -9875, x + (y + z) = -9875 | Associative: true
x = 0, y = -9876, z = -10000000 | (x + y) + z = -10009876, x + (y + z) = -10009876 | Associative: true
x = 0, y = -9876, z = -1000000000 | (x + y) + z = -1000009876, x + (y + z) = -1000009876 | Associative: true
x = 0, y = -9876, z = 0 | (x + y) + z = -9876, x + (y + z) = -9876 | Associative: true
x = 0, y = -9876, z = 12345 | (x + y) + z = 2469, x + (y + z) = 2469 | Associative: true
x = 0, y = -9876, z = -9876 | (x + y) + z = -19752, x + (y + z) = -19752 | Associative: true
x = 12345, y = 100000000, z = 100000000 | (x + y) + z = 200012345, x + (y + z) = 200012345 | Associative: true
x = 12345, y = 100000000, z = 0 | (x + y) + z = 100012345, x + (y + z) = 100012345 | Associative: true
x = 12345, y = 100000000, z = 1 | (x + y) + z = 100012346, x + (y + z) = 100012346 | Associative: true
x = 12345, y = 100000000, z = -10000000 | (x + y) + z = 90012345, x + (y + z) = 90012345 | Associative: true
x = 12345, y = 100000000, z = -1000000000 | (x + y) + z = -899987655, x + (y + z) = -899987655 | Associative: true
x = 12345, y = 100000000, z = 0 | (x + y) + z = 100012345, x + (y + z) = 100012345 | Associative: true
x = 12345, y = 100000000, z = 12345 | (x + y) + z = 100024690, x + (y + z) = 100024690 | Associative: true
x = 12345, y = 100000000, z = -9876 | (x + y) + z = 100002469, x + (y + z) = 100002469 | Associative: true
x = 12345, y = 0, z = 100000000 | (x + y) + z = 100012345, x + (y + z) = 100012345 | Associative: true
x = 12345, y = 0, z = 0 | (x + y) + z = 12345, x + (y + z) = 12345 | Associative: true
x = 12345, y = 0, z = 1 | (x + y) + z = 12346, x + (y + z) = 12346 | Associative: true
x = 12345, y = 0, z = -10000000 | (x + y) + z = -9987655, x + (y + z) = -9987655 | Associative: true
x = 12345, y = 0, z = -1000000000 | (x + y) + z = -999987655, x + (y + z) = -999987655 | Associative: true
x = 12345, y = 0, z = 0 | (x + y) + z = 12345, x + (y + z) = 12345 | Associative: true
x = 12345, y = 0, z = 12345 | (x + y) + z = 24690, x + (y + z) = 24690 | Associative: true
x = 12345, y = 0, z = -9876 | (x + y) + z = 2469, x + (y + z) = 2469 | Associative: true
x = 12345, y = 1, z = 100000000 | (x + y) + z = 100012346, x + (y + z) = 100012346 | Associative: true
x = 12345, y = 1, z = 0 | (x + y) + z = 12346, x + (y + z) = 12346 | Associative: true
x = 12345, y = 1, z = 1 | (x + y) + z = 12347, x + (y + z) = 12347 | Associative: true
x = 12345, y = 1, z = -10000000 | (x + y) + z = -9987654, x + (y + z) = -9987654 | Associative: true
x = 12345, y = 1, z = -1000000000 | (x + y) + z = -999987654, x + (y + z) = -999987654 | Associative: true
x = 12345, y = 1, z = 0 | (x + y) + z = 12346, x + (y + z) = 12346 | Associative: true
x = 12345, y = 1, z = 12345 | (x + y) + z = 24691, x + (y + z) = 24691 | Associative: true
x = 12345, y = 1, z = -9876 | (x + y) + z = 2470, x + (y + z) = 2470 | Associative: true
x = 12345, y = -10000000, z = 100000000 | (x + y) + z = 90012345, x + (y + z) = 90012345 | Associative: true
x = 12345, y = -10000000, z = 0 | (x + y) + z = -9987655, x + (y + z) = -9987655 | Associative: true
x = 12345, y = -10000000, z = 1 | (x + y) + z = -9987654, x + (y + z) = -9987654 | Associative: true
x = 12345, y = -10000000, z = -10000000 | (x + y) + z = -19987655, x + (y + z) = -19987655 | Associative: true
x = 12345, y = -10000000, z = -1000000000 | (x + y) + z = -1009987655, x + (y + z) = -1009987655 | Associative: true
x = 12345, y = -10000000, z = 0 | (x + y) + z = -9987655, x + (y + z) = -9987655 | Associative: true
x = 12345, y = -10000000, z = 12345 | (x + y) + z = -9975310, x + (y + z) = -9975310 | Associative: true
x = 12345, y = -10000000, z = -9876 | (x + y) + z = -9997531, x + (y + z) = -9997531 | Associative: true
x = 12345, y = -1000000000, z = 100000000 | (x + y) + z = -899987655, x + (y + z) = -899987655 | Associative: true
x = 12345, y = -1000000000, z = 0 | (x + y) + z = -999987655, x + (y + z) = -999987655 | Associative: true
x = 12345, y = -1000000000, z = 1 | (x + y) + z = -999987654, x + (y + z) = -999987654 | Associative: true
x = 12345, y = -1000000000, z = -10000000 | (x + y) + z = -1009987655, x + (y + z) = -1009987655 | Associative: true
x = 12345, y = -1000000000, z = -1000000000 | (x + y) + z = -1999987655, x + (y + z) = -1999987655 | Associative: true
x = 12345, y = -1000000000, z = 0 | (x + y) + z = -999987655, x + (y + z) = -999987655 | Associative: true
x = 12345, y = -1000000000, z = 12345 | (x + y) + z = -999975310, x + (y + z) = -999975310 | Associative: true
x = 12345, y = -1000000000, z = -9876 | (x + y) + z = -999997531, x + (y + z) = -999997531 | Associative: true
x = 12345, y = 0, z = 100000000 | (x + y) + z = 100012345, x + (y + z) = 100012345 | Associative: true
x = 12345, y = 0, z = 0 | (x + y) + z = 12345, x + (y + z) = 12345 | Associative: true
x = 12345, y = 0, z = 1 | (x + y) + z = 12346, x + (y + z) = 12346 | Associative: true
x = 12345, y = 0, z = -10000000 | (x + y) + z = -9987655, x + (y + z) = -9987655 | Associative: true
x = 12345, y = 0, z = -1000000000 | (x + y) + z = -999987655, x + (y + z) = -999987655 | Associative: true
x = 12345, y = 0, z = 0 | (x + y) + z = 12345, x + (y + z) = 12345 | Associative: true
x = 12345, y = 0, z = 12345 | (x + y) + z = 24690, x + (y + z) = 24690 | Associative: true
x = 12345, y = 0, z = -9876 | (x + y) + z = 2469, x + (y + z) = 2469 | Associative: true
x = 12345, y = 12345, z = 100000000 | (x + y) + z = 100024690, x + (y + z) = 100024690 | Associative: true
x = 12345, y = 12345, z = 0 | (x + y) + z = 24690, x + (y + z) = 24690 | Associative: true
x = 12345, y = 12345, z = 1 | (x + y) + z = 24691, x + (y + z) = 24691 | Associative: true
x = 12345, y = 12345, z = -10000000 | (x + y) + z = -9975310, x + (y + z) = -9975310 | Associative: true
x = 12345, y = 12345, z = -1000000000 | (x + y) + z = -999975310, x + (y + z) = -999975310 | Associative: true
x = 12345, y = 12345, z = 0 | (x + y) + z = 24690, x + (y + z) = 24690 | Associative: true
x = 12345, y = 12345, z = 12345 | (x + y) + z = 37035, x + (y + z) = 37035 | Associative: true
x = 12345, y = 12345, z = -9876 | (x + y) + z = 14814, x + (y + z) = 14814 | Associative: true
x = 12345, y = -9876, z = 100000000 | (x + y) + z = 100002469, x + (y + z) = 100002469 | Associative: true
x = 12345, y = -9876, z = 0 | (x + y) + z = 2469, x + (y + z) = 2469 | Associative: true
x = 12345, y = -9876, z = 1 | (x + y) + z = 2470, x + (y + z) = 2470 | Associative: true
x = 12345, y = -9876, z = -10000000 | (x + y) + z = -9997531, x + (y + z) = -9997531 | Associative: true
x = 12345, y = -9876, z = -1000000000 | (x + y) + z = -999997531, x + (y + z) = -999997531 | Associative: true
x = 12345, y = -9876, z = 0 | (x + y) + z = 2469, x + (y + z) = 2469 | Associative: true
x = 12345, y = -9876, z = 12345 | (x + y) + z = 14814, x + (y + z) = 14814 | Associative: true
x = 12345, y = -9876, z = -9876 | (x + y) + z = -7407, x + (y + z) = -7407 | Associative: true
x = -9876, y = 100000000, z = 100000000 | (x + y) + z = 199990124, x + (y + z) = 199990124 | Associative: true
x = -9876, y = 100000000, z = 0 | (x + y) + z = 99990124, x + (y + z) = 99990124 | Associative: true
x = -9876, y = 100000000, z = 1 | (x + y) + z = 99990125, x + (y + z) = 99990125 | Associative: true
x = -9876, y = 100000000, z = -10000000 | (x + y) + z = 89990124, x + (y + z) = 89990124 | Associative: true
x = -9876, y = 100000000, z = -1000000000 | (x + y) + z = -900009876, x + (y + z) = -900009876 | Associative: true
x = -9876, y = 100000000, z = 0 | (x + y) + z = 99990124, x + (y + z) = 99990124 | Associative: true
x = -9876, y = 100000000, z = 12345 | (x + y) + z = 100002469, x + (y + z) = 100002469 | Associative: true
x = -9876, y = 100000000, z = -9876 | (x + y) + z = 99980248, x + (y + z) = 99980248 | Associative: true
x = -9876, y = 0, z = 100000000 | (x + y) + z = 99990124, x + (y + z) = 99990124 | Associative: true
x = -9876, y = 0, z = 0 | (x + y) + z = -9876, x + (y + z) = -9876 | Associative: true
x = -9876, y = 0, z = 1 | (x + y) + z = -9875, x + (y + z) = -9875 | Associative: true
x = -9876, y = 0, z = -10000000 | (x + y) + z = -10009876, x + (y + z) = -10009876 | Associative: true
x = -9876, y = 0, z = -1000000000 | (x + y) + z = -1000009876, x + (y + z) = -1000009876 | Associative: true
x = -9876, y = 0, z = 0 | (x + y) + z = -9876, x + (y + z) = -9876 | Associative: true
x = -9876, y = 0, z = 12345 | (x + y) + z = 2469, x + (y + z) = 2469 | Associative: true
x = -9876, y = 0, z = -9876 | (x + y) + z = -19752, x + (y + z) = -19752 | Associative: true
x = -9876, y = 1, z = 100000000 | (x + y) + z = 99990125, x + (y + z) = 99990125 | Associative: true
x = -9876, y = 1, z = 0 | (x + y) + z = -9875, x + (y + z) = -9875 | Associative: true
x = -9876, y = 1, z = 1 | (x + y) + z = -9874, x + (y + z) = -9874 | Associative: true
x = -9876, y = 1, z = -10000000 | (x + y) + z = -10009875, x + (y + z) = -10009875 | Associative: true
x = -9876, y = 1, z = -1000000000 | (x + y) + z = -1000009875, x + (y + z) = -1000009875 | Associative: true
x = -9876, y = 1, z = 0 | (x + y) + z = -9875, x + (y + z) = -9875 | Associative: true
x = -9876, y = 1, z = 12345 | (x + y) + z = 2470, x + (y + z) = 2470 | Associative: true
x = -9876, y = 1, z = -9876 | (x + y) + z = -19751, x + (y + z) = -19751 | Associative: true
x = -9876, y = -10000000, z = 100000000 | (x + y) + z = 89990124, x + (y + z) = 89990124 | Associative: true
x = -9876, y = -10000000, z = 0 | (x + y) + z = -10009876, x + (y + z) = -10009876 | Associative: true
x = -9876, y = -10000000, z = 1 | (x + y) + z = -10009875, x + (y + z) = -10009875 | Associative: true
x = -9876, y = -10000000, z = -10000000 | (x + y) + z = -20009876, x + (y + z) = -20009876 | Associative: true
x = -9876, y = -10000000, z = -1000000000 | (x + y) + z = -1010009876, x + (y + z) = -1010009876 | Associative: true
x = -9876, y = -10000000, z = 0 | (x + y) + z = -10009876, x + (y + z) = -10009876 | Associative: true
x = -9876, y = -10000000, z = 12345 | (x + y) + z = -9997531, x + (y + z) = -9997531 | Associative: true
x = -9876, y = -10000000, z = -9876 | (x + y) + z = -10019752, x + (y + z) = -10019752 | Associative: true
x = -9876, y = -1000000000, z = 100000000 | (x + y) + z = -900009876, x + (y + z) = -900009876 | Associative: true
x = -9876, y = -1000000000, z = 0 | (x + y) + z = -1000009876, x + (y + z) = -1000009876 | Associative: true
x = -9876, y = -1000000000, z = 1 | (x + y) + z = -1000009875, x + (y + z) = -1000009875 | Associative: true
x = -9876, y = -1000000000, z = -10000000 | (x + y) + z = -1010009876, x + (y + z) = -1010009876 | Associative: true
x = -9876, y = -1000000000, z = -1000000000 | (x + y) + z = -2000009876, x + (y + z) = -2000009876 | Associative: true
x = -9876, y = -1000000000, z = 0 | (x + y) + z = -1000009876, x + (y + z) = -1000009876 | Associative: true
x = -9876, y = -1000000000, z = 12345 | (x + y) + z = -999997531, x + (y + z) = -999997531 | Associative: true
x = -9876, y = -1000000000, z = -9876 | (x + y) + z = -1000019752, x + (y + z) = -1000019752 | Associative: true
x = -9876, y = 0, z = 100000000 | (x + y) + z = 99990124, x + (y + z) = 99990124 | Associative: true
x = -9876, y = 0, z = 0 | (x + y) + z = -9876, x + (y + z) = -9876 | Associative: true
x = -9876, y = 0, z = 1 | (x + y) + z = -9875, x + (y + z) = -9875 | Associative: true
x = -9876, y = 0, z = -10000000 | (x + y) + z = -10009876, x + (y + z) = -10009876 | Associative: true
x = -9876, y = 0, z = -1000000000 | (x + y) + z = -1000009876, x + (y + z) = -1000009876 | Associative: true
x = -9876, y = 0, z = 0 | (x + y) + z = -9876, x + (y + z) = -9876 | Associative: true
x = -9876, y = 0, z = 12345 | (x + y) + z = 2469, x + (y + z) = 2469 | Associative: true
x = -9876, y = 0, z = -9876 | (x + y) + z = -19752, x + (y + z) = -19752 | Associative: true
x = -9876, y = 12345, z = 100000000 | (x + y) + z = 100002469, x + (y + z) = 100002469 | Associative: true
x = -9876, y = 12345, z = 0 | (x + y) + z = 2469, x + (y + z) = 2469 | Associative: true
x = -9876, y = 12345, z = 1 | (x + y) + z = 2470, x + (y + z) = 2470 | Associative: true
x = -9876, y = 12345, z = -10000000 | (x + y) + z = -9997531, x + (y + z) = -9997531 | Associative: true
x = -9876, y = 12345, z = -1000000000 | (x + y) + z = -999997531, x + (y + z) = -999997531 | Associative: true
x = -9876, y = 12345, z = 0 | (x + y) + z = 2469, x + (y + z) = 2469 | Associative: true
x = -9876, y = 12345, z = 12345 | (x + y) + z = 14814, x + (y + z) = 14814 | Associative: true
x = -9876, y = 12345, z = -9876 | (x + y) + z = -7407, x + (y + z) = -7407 | Associative: true
x = -9876, y = -9876, z = 100000000 | (x + y) + z = 99980248, x + (y + z) = 99980248 | Associative: true
x = -9876, y = -9876, z = 0 | (x + y) + z = -19752, x + (y + z) = -19752 | Associative: true
x = -9876, y = -9876, z = 1 | (x + y) + z = -19751, x + (y + z) = -19751 | Associative: true
x = -9876, y = -9876, z = -10000000 | (x + y) + z = -10019752, x + (y + z) = -10019752 | Associative: true
x = -9876, y = -9876, z = -1000000000 | (x + y) + z = -1000019752, x + (y + z) = -1000019752 | Associative: true
x = -9876, y = -9876, z = 0 | (x + y) + z = -19752, x + (y + z) = -19752 | Associative: true
x = -9876, y = -9876, z = 12345 | (x + y) + z = -7407, x + (y + z) = -7407 | Associative: true
x = -9876, y = -9876, z = -9876 | (x + y) + z = -29628, x + (y + z) = -29628 | Associative: true
No errors in associativity for the given values.
Total tests: 512, Tests where associativity failed: 0
